arrest_id,has_felony_charge
2754147,False
2754422,False
2763550,False
2763809,False
2764099,False
2764385,False
2764522,False
2764598,False
2766322,False
2769178,False
2769187,True
2769254,False
2769663,False
2770941,True
2772260,False
2772710,False
2774105,False
2774872,False
2774902,False
2775489,False
2776929,False
2777273,False
2777688,False
2777894,False
2777937,True
2779942,False
2780520,False
2781584,False
2784756,True
2784778,False
2784934,False
2785080,False
2785091,False
2785210,False
2785266,False
2786813,False
2787017,False
2787294,False
2787617,False
2788838,False
2789424,False
2789594,False
2789610,True
2789670,False
2790463,True
2791571,False
2791663,False
2791727,False
2791783,False
2791883,False
2791998,False
2792038,False
2792975,False
2793933,False
2794304,False
2794380,False
2794635,False
2794677,False
2795038,True
2795577,False
2796652,False
2799585,True
2800372,True
2803349,True
2803827,False
2804470,False
2805543,False
2805638,False
2807248,False
2807704,False
2807810,False
2807940,False
2808050,False
2808253,False
2809551,False
2810475,False
2811028,False
2811881,False
2812139,False
2812827,False
2812855,False
2814863,False
2815000,False
2816191,True
2816945,False
2817955,False
2821178,False
2821354,False
2821517,False
2823703,True
2824807,False
2825829,False
2826102,False
2827327,False
2827351,False
2827353,False
2827367,False
2827466,False
2827680,False
2827718,False
2827799,False
2828766,False
2828786,False
2828801,False
2828823,False
2828871,True
2828967,False
2829041,True
2829054,False
2829163,False
2829180,False
2829243,False
2829246,True
2829794,False
2830310,False
2830953,False
2831232,False
2831280,False
2831336,False
2831383,False
2832649,False
2833736,False
2833795,False
2834276,True
2834859,True
2835017,False
2835584,True
2835690,False
2836444,False
2837024,False
2837640,False
2838394,False
2838644,False
2838975,False
2839363,False
2840537,False
2841400,False
2842473,False
2842631,False
2843069,True
2843243,False
2843569,False
2844114,False
2844997,False
2846328,True
2848170,False
2848536,False
2849027,True
2850647,False
2850811,False
2850892,False
2851054,True
2853057,False
2855332,False
2856845,False
2860370,False
2860856,False
2861553,False
2863168,False
2863977,False
2864680,False
2864989,False
2864992,False
2865190,False
2865221,False
2865650,True
2865735,True
2866046,False
2866083,False
2866138,False
2866142,False
2866522,False
2866550,False
2866660,True
2867471,False
2867584,False
2867845,False
2868843,False
2868950,False
2869221,False
2869463,True
2869962,True
2870972,False
2871519,False
2871534,False
2871979,True
2873078,False
2873280,False
2875096,False
2875149,False
2875173,False
2875206,False
2876319,False
2876940,False
2877318,False
2878906,False
2879052,False
2879107,False
2879452,False
2879574,False
2880209,False
2881297,False
2881505,False
2881823,False
2881932,False
2881974,False
2882085,False
2882144,True
2882163,False
2883734,False
2883805,False
2884093,False
2884379,False
2886259,False
2886773,False
2889646,False
2889842,False
2890048,False
2890320,False
2890348,True
2893346,False
2894583,False
2894641,False
2894696,False
2897008,False
2899712,False
2900017,False
2900030,True
2900174,False
2900206,False
2900215,False
2900330,False
2900420,False
2901501,False
2901561,False
2901610,False
2901635,False
2901926,False
2902004,False
2902005,False
2902006,False
2902008,False
2902069,False
2902456,False
2902658,False
2902701,False
2902708,False
2902778,False
2902942,False
2903077,False
2903148,False
2903238,False
2903281,False
2903305,False
2903373,False
2903386,False
2903460,False
2903487,False
2903697,False
2904562,False
2905377,False
2905432,False
2905465,False
2905739,False
2907275,False
2907915,False
2908009,True
2908398,False
2909170,False
2909253,False
2909269,False
2909786,False
2910089,False
2910262,False
2910730,False
2910857,False
2910898,True
2911358,False
2912654,False
2912810,False
2913733,False
2914175,False
2916795,False
2917890,False
2918625,False
2920594,True
2921401,False
2921461,False
2922264,False
2922500,False
2922611,False
2922776,True
2922784,False
2922979,False
2923184,False
2924594,False
2925324,False
2926412,False
2927457,False
2929444,False
2929856,False
2934279,True
2935427,False
2936082,False
2936189,True
2938542,False
2938742,False
2938764,False
2938812,True
2938834,False
2938887,False
2939044,False
2939917,False
2939967,False
2939976,False
2939995,False
2940000,False
2940013,False
2940060,False
2940249,False
2940573,False
2941429,False
2941644,False
2941677,False
2942067,False
2943943,False
2944839,False
2946691,False
2947315,False
2947635,False
2948860,False
2948961,False
2950736,False
2952109,False
2952364,False
2952559,False
2953311,False
2953476,False
2954258,False
2954397,False
2954453,False
2954516,False
2954600,False
2954668,False
2955299,False
2955512,False
2955595,False
2956800,False
2957007,True
2957354,False
2958545,False
2958580,False
2958607,False
2958866,False
2959474,False
2959836,False
2959882,False
2959892,False
2961413,True
2961442,False
2961463,False
2963167,False
2969076,False
2971473,False
2971875,True
2976641,False
2976647,False
2976701,False
2976995,False
2977030,False
2977340,True
2977372,False
2977688,False
2977700,False
2977757,False
2977787,False
2977912,True
2978083,False
2978138,False
2978169,False
2978295,False
2978446,False
2978718,False
2979094,False
2979143,False
2979455,False
2980237,False
2980541,False
2980542,False
2980585,False
2980889,False
2981953,False
2981995,False
2982143,False
2983433,False
2983741,False
2984912,False
2985262,False
2985303,False
2985335,False
2985939,False
2986170,True
2986803,True
2987058,False
2987316,False
2987793,False
2988538,True
2988673,False
2988868,False
2990592,False
2990742,False
2991105,True
2991956,False
2992922,True
2993116,False
2993251,True
2993257,False
2993311,True
2993454,False
2994537,False
2995151,False
2996073,False
2996089,False
2997282,False
2997554,False
2998994,False
2999305,False
2999384,False
3002359,False
3003472,False
3003597,False
3003801,False
3004986,False
3006714,False
3007753,True
3008329,False
3011114,False
3012274,False
3012948,False
3013541,False
3013565,False
3013574,False
3013669,False
3013794,False
3013926,False
3013944,False
3014665,False
3014809,False
3015066,False
3015075,False
3015089,False
3015190,False
3015201,False
3015207,False
3015217,False
3015218,False
3015422,True
3015504,False
3015513,False
3015648,False
3016305,False
3016912,False
3016931,True
3016954,False
3018020,False
3018048,False
3018607,False
3019404,False
3020109,False
3020391,False
3021405,False
3021586,False
3022258,False
3022809,False
3023516,False
3023775,False
3024286,False
3024655,True
3024702,False
3024797,False
3027289,False
3027647,False
3027773,False
3028645,False
3028935,True
3028946,False
3030263,False
3030439,False
3031242,False
3031397,False
3031489,False
3031644,False
3031971,False
3032836,False
3035719,False
3036911,False
3037111,False
3038058,False
3041529,False
3041677,False
3041977,False
3042979,False
3043731,False
3045698,False
3047655,False
3048843,False
3048882,False
3050690,False
3051215,False
3051422,False
3051428,False
3051471,False
3052067,False
3052137,False
3052178,False
3052193,False
3052362,False
3052372,False
3052603,False
3052619,False
3052930,True
3053517,False
3053891,False
3054189,False
3055216,False
3056976,False
3057022,False
3057258,False
3060875,False
3061378,True
3061567,False
3061920,False
3061998,True
3062009,False
3065481,False
3065625,False
3066956,False
3068014,False
3068323,False
3068393,False
3068533,False
3069473,False
3070665,False
3071166,False
3071559,False
3072652,False
3072673,False
3073052,True
3074894,True
3076319,False
3076479,False
3078684,False
3082495,False
3082942,False
3083081,False
3083392,False
3086395,True
3086457,False
3086919,False
3086971,False
3087015,False
3087017,False
3087140,False
3087293,False
3087632,False
3088003,False
3088271,False
3088310,False
3088519,False
3088670,False
3088699,False
3088702,False
3088724,False
3089042,False
3089141,False
3089231,False
3089435,True
3089762,False
3089780,False
3089849,False
3089871,False
3090002,False
3090003,False
3090137,False
3090181,False
3090264,False
3090499,True
3091162,False
3091350,False
3091383,False
3092251,False
3092334,True
3093198,False
3094877,False
3094896,False
3096169,False
3096596,False
3096757,False
3097254,False
3098290,False
3098332,False
3098441,False
3098902,False
3099100,True
3099232,False
3099296,False
3099297,True
3100066,False
3101146,False
3101262,True
3103563,False
3103760,False
3104208,False
3104630,False
3105810,False
3106525,False
3109711,False
3112251,False
3115511,False
3115605,False
3115882,False
3116898,False
3117471,False
3117736,False
3118670,False
3119106,False
3119352,False
3119475,False
3120489,False
3121254,False
3122490,False
3122515,False
3123081,True
3123916,False
3124856,False
3125588,False
3125888,False
3125902,False
3126619,False
3127260,False
3127308,False
3127318,False
3127363,False
3127442,False
3127617,False
3127809,False
3127918,False
3128604,False
3129059,False
3129192,False
3129440,False
3130085,False
3132357,False
3133607,False
3134098,False
3135049,False
3135856,False
3135928,False
3136183,False
3136411,True
3136707,False
3137387,False
3137585,False
3138152,True
3139072,False
3139910,False
3141077,False
3141627,False
3142038,False
3142426,True
3142428,False
3142600,False
3142795,False
3142813,True
3142854,False
3142885,False
3144908,False
3144927,False
3145478,False
3146121,False
3148845,True
3148878,False
3148932,False
3149682,False
3150843,False
3153473,False
3156003,False
3156524,True
3158344,False
3158629,False
3158840,False
3158969,False
3160835,False
3161690,False
3163993,False
3163995,False
3164046,False
3164093,False
3164113,False
3164240,True
3165108,False
3165246,False
3165418,False
3165716,False
3165724,False
3165936,False
3166038,False
3167226,False
3167423,False
3167896,False
3168312,False
3168748,False
3169283,False
3169867,False
3170044,False
3170118,False
3170175,True
3173183,False
3173423,False
3180359,False
3182129,False
3182603,False
3184409,False
3185826,False
3185900,False
3185994,False
3186372,False
3186804,False
3186943,False
3187006,False
3187149,False
3187395,False
3187418,False
3187653,False
3187805,False
3188844,False
3189099,False
3190173,False
3190289,False
3190502,False
3190597,False
3192568,False
3192794,False
3192849,False
3192909,False
3194139,False
3194591,True
3194701,False
3195477,False
3195758,False
3195769,False
3195886,False
3195971,True
3198328,False
3198356,True
3199912,False
3200484,False
3200522,True
3201291,False
3201950,False
3203252,True
3204031,False
3204480,False
3204925,False
3205329,False
3206886,False
3211085,False
3216369,False
3216431,False
3216452,False
3216539,False
3216833,False
3217193,False
3218278,False
3219768,False
3220728,False
3222976,False
3223112,True
3223910,False
3223943,False
3224065,False
3224072,True
3224081,False
3224219,False
3224250,False
3224258,False
3224386,False
3224389,False
3224670,False
3225206,False
3225599,False
3225859,True
3225985,False
3225991,False
3226069,False
3226756,False
3226831,False
3226998,False
3227020,False
3227093,False
3227297,False
3227299,False
3227304,False
3227341,False
3227351,False
3227389,False
3228012,False
3228304,False
3229052,False
3230138,False
3230850,False
3230983,False
3232401,False
3233487,True
3233498,False
3233708,True
3234376,False
3234676,False
3235022,False
3236478,True
3237366,False
3238031,False
3238502,False
3238840,False
3239243,False
3239512,False
3240187,True
3240595,True
3240933,True
3241319,False
3241556,False
3241616,False
3242033,False
3243405,False
3243550,False
3244520,False
3244707,False
3245340,False
3245922,False
3246388,True
3246752,False
3247699,False
3248274,False
3249144,False
3249877,False
3249882,False
3251013,True
3251391,False
3251726,False
3252033,True
3255507,False
3256589,False
3258245,False
3258444,False
3259344,False
3260096,True
3260105,False
3260142,False
3260228,False
3260240,False
3260268,False
3260376,True
3260441,False
3260448,False
3260456,False
3260512,False
3260514,False
3260594,False
3261616,False
3261617,False
3261856,False
3261975,False
3262046,False
3262076,False
3262224,False
3262619,False
3262859,False
3262860,False
3263474,False
3263625,False
3264631,False
3264741,False
3267084,False
3267143,False
3268645,False
3268678,False
3365098,False
3365359,False
3365450,True
3365655,False
3365669,False
3365722,False
3366884,False
3366975,False
3367435,False
3368689,False
3368879,False
3369629,True
3369719,False
3369964,False
3370767,False
3370934,False
3370970,False
3371201,False
3371770,False
3372137,False
3372466,False
3372934,False
3373252,False
3374119,False
3375049,False
3376570,False
3377366,False
3378000,False
3379665,False
3379903,False
3380185,True
3381321,False
3381814,False
3382335,False
3385090,False
3385135,False
3389621,False
3389638,False
3389800,False
3390512,False
3390515,False
3390538,False
3390640,False
3390665,False
3390691,True
3391542,False
3391543,False
3391568,False
3391601,False
3391699,False
3391729,False
3391754,False
3392007,False
3392014,False
3392773,False
3393122,False
3393848,False
3394219,False
3396700,False
3398912,True
3399514,False
3399606,False
3399611,False
3399918,False
3400441,False
3400465,True
3400570,False
3400725,True
3400752,False
3400790,False
3402283,False
3404089,False
3404484,False
3404982,False
3405197,False
3405711,False
3406134,False
3406321,False
3406936,True
3408266,False
3408362,False
3410078,False
3410299,False
3410520,False
3411115,False
3411224,False
3412906,False
3412988,False
3413216,False
3414168,False
3415086,False
3415571,False
3416015,True
3417096,False
3417107,False
3417222,False
3426618,False
3426759,False
3428066,False
3428393,False
3432063,False
3432064,False
3433320,False
3433382,False
3433397,False
3433539,False
3433721,False
3433875,False
3433943,False
3434390,False
3434405,False
3434785,False
3434794,False
3435014,False
3435019,False
3435929,False
3436030,False
3436392,False
3440162,False
3441002,False
3441365,False
3442297,False
3442658,False
3443073,False
3443752,True
3443789,False
3443894,False
3444894,False
3445109,False
3445400,False
3446570,False
3447872,False
3448340,False
3448737,False
3450470,False
3454051,False
3454142,False
3455557,False
3456109,False
3456567,False
3462419,False
3463430,False
3463966,False
3464678,False
3465425,False
3465500,False
3465559,True
3465781,False
3465825,False
3466054,False
3466857,False
3466954,False
3467337,False
3469934,False
3470422,False
3471074,False
3471658,False
3471768,False
3472773,False
3473512,False
3474206,False
3474286,False
3474461,False
3474549,False
3474550,False
3474831,False
3476110,False
3476149,False
3476207,True
3476213,False
3476280,False
3476283,False
3476530,False
3476563,False
3476879,False
3477385,False
3477497,False
3477775,False
3478997,False
3479404,False
3479429,False
3479452,False
3479617,False
3479618,False
3480088,False
3483959,False
3486150,False
3488024,False
3488192,False
3488555,False
3488965,True
3489148,False
3490241,False
3490431,False
3490790,False
3490803,False
3490862,False
3491426,False
3491484,True
3491526,False
3491949,False
3493241,False
3493354,False
3493366,False
3493683,False
3493710,False
3493807,False
3494125,True
3495909,False
3496073,False
3496211,False
3497011,False
3497821,False
3498011,False
3499759,False
3499874,False
3500894,False
3502040,False
3502169,False
3502273,False
3502488,True
3502626,False
3502842,False
3502925,False
3503499,False
3503699,False
3505263,False
3505339,False
3505627,False
3505948,False
3505994,False
3506067,False
3506119,False
3506957,False
3507646,False
3507931,False
3508272,False
3508413,False
3508584,False
3509801,False
3510097,False
3510566,False
3510610,False
3510733,False
3511014,True
3511082,False
3511116,False
3511129,False
3512059,False
3512119,False
3512190,False
3512258,False
3512325,False
3512550,False
3512561,False
3512763,False
3512794,False
3513541,False
3513782,False
3514089,False
3514090,False
3514114,False
3514118,False
3514119,False
3514120,False
3514187,False
3514704,False
3514905,False
3515055,True
3515448,False
3516138,False
3516993,False
3517742,False
3518996,False
3519046,False
3519052,True
3519473,False
3520005,False
3520323,False
3521072,False
3521369,False
3521510,False
3522984,False
3524371,False
3524475,False
3525267,False
3525827,False
3526098,False
3526909,False
3527151,False
3527307,False
3527805,False
3529325,True
3529778,False
3529898,False
3530241,False
3530744,False
3530968,False
3532661,False
3532845,False
3532950,False
3532999,False
3533166,False
3536505,False
3536825,False
3537011,True
3537380,False
3537508,True
3537607,False
3537621,False
3537653,False
3538037,False
3538766,False
3539495,False
3540057,False
3540084,False
3540245,False
3541351,False
3545568,False
3546948,False
3547057,False
3548697,False
3548707,False
3548772,False
3548855,False
3548891,False
3549455,False
3549693,False
3550073,True
3550088,False
3550315,False
3550417,False
3550550,True
3550927,False
3551632,False
3551732,False
3552548,False
3552588,False
3552722,False
3552741,False
3555395,False
3555640,False
3555794,True
3556317,False
3556819,False
3559080,False
3559871,False
3560159,False
3562182,False
3563300,False
3563376,False
3564016,True
3568572,True
3570510,True
3571502,False
3571657,False
3572159,False
3572178,False
3572308,False
3572485,False
3572530,False
3573118,False
3573149,False
3573231,False
3574115,True
3574436,False
3574504,False
3574795,True
3575853,False
3576400,False
3577889,False
3577930,False
3577950,False
3577966,False
3578524,False
3578675,False
3578900,False
3579029,False
3579388,False
3579707,False
3579739,False
3579821,False
3579908,False
3581181,False
3581302,False
3581306,False
3582086,False
3582808,True
3582946,False
3584067,False
3584195,False
3586288,False
3586747,False
3586832,False
3587002,False
3587130,False
3587500,False
3587901,False
3588155,False
3588234,False
3588253,False
3588257,False
3588271,True
3588344,True
3588352,False
3588433,False
3588533,False
3588570,False
3589281,False
3589593,False
3589817,False
3589870,False
3590012,False
3590034,False
3590076,False
3590163,False
3590943,False
3591100,False
3591272,False
3592112,False
3592801,False
3593647,False
3593676,False
3594175,False
3594437,False
3594740,False
3595048,False
3595370,False
3595796,True
3595827,False
3595878,True
3596138,False
3596326,False
3596585,False
3598703,True
3598966,False
3599950,False
3600133,False
3600571,False
3600909,False
3601194,False
3602850,False
3603099,False
3603505,False
3604253,False
3605863,False
3606358,False
3607903,False
3608519,False
3610683,False
3611065,False
3611474,True
3611522,False
3611537,False
3611622,True
3611783,False
3614158,False
3614403,False
3615610,False
3615680,False
3616192,False
3617677,False
3619498,False
3619648,False
3619887,False
3623201,False
3623895,False
3625849,False
3626874,True
3627018,False
3627019,False
3627030,False
3627037,False
3627042,False
3627110,True
3627120,True
3627138,False
3627157,True
3627196,False
3627271,True
3627381,False
3628495,False
3628517,False
3629656,True
3629733,True
3629743,False
3629863,False
3629903,False
3629922,True
3629985,False
3630531,False
3630667,False
3635451,False
3636974,False
3637348,False
3637375,False
3637486,True
3637509,False
3637879,True
3638339,False
3639270,False
3642451,False
3645232,False
3645347,False
3645455,False
3645583,False
3645738,True
3645923,False
3646229,False
3647982,False
3648151,False
3648467,False
3648696,False
3649155,False
3649183,False
3649268,False
3649288,False
3649730,False
3649785,False
3649875,False
3650483,True
3650523,False
3653358,False
3653681,False
3653705,False
3653917,True
3654158,False
3654500,False
3655366,False
3655401,False
3659848,False
3660014,False
3661750,False
3662651,False
3663641,False
3663873,False
3663959,False
3663966,False
3664046,False
3664179,False
3664558,False
3664673,True
3664843,False
3664863,False
3664868,False
3664880,False
3665028,False
3665419,False
3665646,False
3666192,False
3666383,False
3666414,False
3666467,False
3666475,False
3666913,False
3667369,False
3667412,False
3667779,False
3668512,False
3668745,False
3669801,False
3669993,False
3670249,True
3670671,False
3671236,False
3672073,False
3672119,False
3675423,False
3675881,False
3676090,False
3676224,False
3677190,False
3677202,False
3678179,False
3678361,True
3678493,False
3678624,False
3679206,False
3679241,False
3679504,False
3679808,True
3679829,True
3680498,False
3683876,False
3683921,False
3684021,True
3684555,False
3686323,False
3686495,False
3687270,False
3687926,False
3688089,False
3688173,False
3688445,False
3690407,False
3690732,False
3691559,False
3691644,True
3691899,False
3692247,False
3693317,False
3693477,False
3693824,False
3693887,False
3696296,False
3696404,False
3696645,False
3697084,True
3698377,False
3701333,False
3702524,False
3703048,False
3703108,False
3703708,False
3704443,False
3704470,False
3704482,False
3705202,False
3705206,False
3705426,False
3705558,False
3706191,False
3706233,False
3706238,False
3706582,False
3706645,False
3706871,False
3707015,False
3708011,False
3708517,False
3708566,False
3708625,False
3708719,False
3708876,False
3708974,False
3709958,False
3710183,False
3710323,False
3710652,True
3710700,False
3711652,False
3711768,False
3712402,False
3713242,True
3713552,False
3713583,True
3714067,False
3714927,False
3714938,False
3715065,False
3715130,False
3715548,False
3715585,True
3715597,False
3715972,False
3716944,False
3717076,False
3717671,False
3717992,False
3718731,False
3719428,False
3719551,False
3720485,False
3720530,True
3720768,False
3721189,False
3723995,True
3724730,False
3726325,False
3726452,False
3726487,False
3726552,False
3728794,False
3731890,False
3734685,False
3735290,False
3735294,False
3735537,False
3735585,False
3738264,True
3738600,False
3738692,False
3739244,True
3739698,False
3739866,False
3739928,False
3739948,True
3740226,False
3740228,False
3740247,False
3740826,True
3741395,False
3741864,True
3741955,False
3742280,True
3742635,True
3742778,False
3742939,False
3744229,False
3745313,False
3745329,False
3746548,False
3747798,False
3747870,False
3750930,False
3751340,False
3751366,False
3751602,False
3751604,False
3751728,False
3752136,False
3752517,False
3753016,False
3753208,True
3753989,True
3756105,False
3756457,False
3756489,False
3756547,False
3756702,False
3757000,False
3757506,True
3758665,False
3758736,False
3759038,False
3760715,True
3760898,False
3760915,False
3761350,False
3765541,False
3767165,False
3768113,False
3770501,False
3770568,True
3771046,False
3772743,False
3774021,False
3774166,False
3774249,False
3774276,False
3774296,False
3774628,False
3774872,False
3774953,False
3775299,False
3775373,True
3775383,True
3775670,False
3776543,False
3777018,False
3778101,False
3778302,False
3782639,False
3784095,False
3784660,False
3784822,False
3785305,False
3785469,False
3785572,False
3787426,False
3788155,False
3788684,False
3790811,True
3792136,False
3792466,False
3792818,False
3792967,False
3794377,False
3795175,False
3795507,False
3796908,False
3796948,False
3797168,False
3797253,True
3798593,False
3798746,False
3798928,False
3799102,False
3800577,False
3803152,True
3803188,True
3804134,False
3804276,False
3804523,False
3804849,False
3805255,False
3805333,False
3806415,False
3806472,False
3806686,False
3810013,False
3811690,False
3812159,False
3812240,False
3812345,False
3813895,False
3814166,False
3814267,True
3814305,False
3814931,True
3815134,False
3815147,False
3815519,False
3815541,False
3815575,False
3815582,False
3815644,False
3815825,False
3815851,False
3815919,False
3817827,False
3818454,False
3818490,True
3818822,True
3818841,False
3819297,False
3819847,False
3820354,False
3822783,True
3823753,False
3824991,False
3825146,False
3825297,True
3825596,False
3825880,False
3827224,False
3828317,False
3828581,True
3829324,False
3829899,False
3830154,True
3830410,False
3830416,False
3830853,True
3831793,False
3833477,True
3833767,False
3835223,False
3835369,False
3837443,False
3837917,False
3837941,True
3838000,False
3839796,False
3840219,False
3840239,True
3841881,False
3847186,False
3848776,False
3851245,False
3851456,True
3851564,False
3851769,False
3852848,False
3852897,False
3853100,False
3853202,False
3853275,True
3853323,False
3853335,False
3853390,False
3854641,False
3855283,False
3855516,False
3855713,False
3856018,False
3856255,False
3856267,True
3857543,False
3858899,False
3859413,False
3860636,False
3861807,False
3861880,False
3862112,False
3862245,False
3862302,False
3862331,False
3862346,False
3863057,False
3863188,False
3864026,False
3865600,False
3865940,False
3866315,False
3866440,False
3866579,True
3866586,False
3867156,False
3867634,False
3869796,False
3870680,False
3873930,False
3874313,False
3874343,False
3874986,False
3874989,False
3877079,False
3877095,False
3877365,False
3878324,False
3881863,False
3884187,False
3885058,False
3886334,False
3888191,False
3889770,False
3890508,False
3890512,False
3890859,False
